referencia,estado,poluente_emitido,quantidade
2022,PARANA,Óxidos de enxofre (SOx),37016.36
2022,AMAPA,Material Particulado (MP),10
2022,PERNAMBUCO,Óxidos de nitrogênio (NOx),330794.26
2022,RORAIMA,Óxidos de nitrogênio (NOx),200.85
2022,PARAIBA,Material Particulado (MP),21161.159999999996
2022,PERNAMBUCO,Óxidos de enxofre (SOx),169134.64
2022,MATO GROSSO,Óxidos de nitrogênio (NOx),3718117.8000000003
2022,MINAS GERAIS,Material Particulado (MP),634058.9300000018
2022,PIAUI,Monóxido de carbono (CO),391921.94
2022,PIAUI,Óxidos de enxofre (SOx),6.07
2022,PERNAMBUCO,Material Particulado (MP),119817.66999999995
2022,SERGIPE,Óxidos de nitrogênio (NOx),6232
2022,AMAPA,Óxidos de nitrogênio (NOx),1.11
2022,MARANHAO,Óxidos de nitrogênio (NOx),4658.359999999999
2022,PERNAMBUCO,Monóxido de carbono (CO),73223.8
2022,AMAPA,Óxidos de enxofre (SOx),0.01
2022,BAHIA,Material Particulado (MP),67428.35000000002
2022,RORAIMA,Material Particulado (MP),7.789999999999999
2022,RONDONIA,Óxidos de enxofre (SOx),2190.6400000000003
2022,AMAZONAS,Óxidos de nitrogênio (NOx),59386527822.42001
2022,MINAS GERAIS,Óxidos de enxofre (SOx),42624.670000000006
2022,GOIAS,Óxidos de nitrogênio (NOx),436275.28000000014
2022,AMAZONAS,Óxidos de enxofre (SOx),40360.69
2022,TOCANTINS,Material Particulado (MP),28442.469999999994
2022,SANTA CATARINA,Óxidos de nitrogênio (NOx),43073.50999999997
2022,RONDONIA,Óxidos de nitrogênio (NOx),925.6599999999999
2022,RIO GRANDE DO NORTE,Material Particulado (MP),3442509.0699999942
2022,RIO GRANDE DO SUL,Óxidos de enxofre (SOx),18722.819999999992
2022,MARANHAO,Monóxido de carbono (CO),54463.98000000001
2022,MATO GROSSO DO SUL,Monóxido de carbono (CO),67012504.73000001
2022,CEARA,Óxidos de nitrogênio (NOx),63972.759999999995
2022,SANTA CATARINA,Material Particulado (MP),279258.3800000003
2022,PARA,Óxidos de nitrogênio (NOx),15489.279999999999
2022,ACRE,Óxidos de enxofre (SOx),335.49
2022,MATO GROSSO,Material Particulado (MP),4796868.339999998
2022,RIO GRANDE DO NORTE,Óxidos de nitrogênio (NOx),42174.27999999998
2022,ESPIRITO SANTO,Óxidos de enxofre (SOx),19997.32
2022,TOCANTINS,Óxidos de enxofre (SOx),96.61
2022,MATO GROSSO DO SUL,Material Particulado (MP),17884504.95000001
2022,TOCANTINS,Óxidos de nitrogênio (NOx),1544.8799999999999
2022,MATO GROSSO,Monóxido de carbono (CO),6754476.949999996
2022,DISTRITO FEDERAL,Monóxido de carbono (CO),32660.35
2022,ACRE,Material Particulado (MP),407.46
2022,GOIAS,Monóxido de carbono (CO),9159149.339999998
2022,ALAGOAS,Material Particulado (MP),3344.8400000000006
2022,PARAIBA,Monóxido de carbono (CO),279397.57
2022,RORAIMA,Óxidos de enxofre (SOx),4.9
2022,RIO GRANDE DO SUL,Material Particulado (MP),514972.7700000029
2022,RIO DE JANEIRO,Óxidos de enxofre (SOx),128095.10999999994
2022,MARANHAO,Óxidos de enxofre (SOx),11530.1
2022,GOIAS,Óxidos de enxofre (SOx),62396.03
2022,PARAIBA,Óxidos de nitrogênio (NOx),29164.409999999996
2022,SANTA CATARINA,Monóxido de carbono (CO),696676.7200000007
2022,RIO DE JANEIRO,Óxidos de nitrogênio (NOx),672618.7700000005
2022,RONDONIA,Monóxido de carbono (CO),17568.100000000006
2022,TOCANTINS,Monóxido de carbono (CO),428019.9600000002
2022,SERGIPE,Óxidos de enxofre (SOx),3356.25
2022,CEARA,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",1
2022,AMAPA,Monóxido de carbono (CO),613.3199999999999
2022,ESPIRITO SANTO,Monóxido de carbono (CO),211378.52000000005
2022,MATO GROSSO,Óxidos de enxofre (SOx),2456.610000000001
2022,CEARA,Monóxido de carbono (CO),730629.5400000004
2022,RIO DE JANEIRO,Material Particulado (MP),92439.93000000002
 (MP),632047520.8899997
2022,RIO GRANDE DO SUL,Óxidos de enxofre (SOx),18722.819999999996
2022,ESPIRITO SANTO,Material Particulado (MP),7824.82000000002
2022,GOIAS,Óxidos de enxofre (SOx),62396.030000000006
2022,SERGIPE,Material Particulado (MP),1452.47
9
2022,RIO GRANDE DO NORTE,Monóxido de carbono (CO),6027824.090000002
